,name,artist,release_date,length,popularity,danceability,acousticness,energy,loudness,tempo,valence,url,image,audio
10,ミックスナッツ,Official髭男dism,2022-04-15,0.391805412737655,0.726027397260274,0.49926144756277696,0.012522997938404848,0.8982300884955753,0.36903204708960125,0.71927390122338,0.8263229308005426,https://open.spotify.com/track/60ReNXcPcsVFd7nUuQw5HZ,https://i.scdn.co/image/ab67616d0000b273e4432f106a0ca7a2088fbb3d,https://p.scdn.co/mp3-preview/8d1085f431a042149114a70872ad1ebe6beac9c9?cid=18308f0d5b8049c89ee330d9cfa4bc58
11,After LIKE,IVE,2022-08-22,0.19235565668278387,0.8767123287671232,0.7031019202363367,0.13229922654726003,0.9041297935103246,1.0,0.4825271862256455,0.8466757123473541,https://open.spotify.com/track/2gYj9lubBorOPIVWsTXugG,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5,https://p.scdn.co/mp3-preview/499578eafee7338706b51251e84b0f84360afd05?cid=18308f0d5b8049c89ee330d9cfa4bc58
12,Talk that Talk,TWICE,2022-08-26,0.19505218019121795,0.6027397260273972,0.8419497784342687,0.18387133789660565,0.8790560471976402,0.801013734466972,0.4348568947288929,0.8046132971506106,https://open.spotify.com/track/0kqTXMHiQiB7IECD0WwcPq,https://i.scdn.co/image/ab67616d0000b27390b0ec9b2a62d373bcbfd267,https://p.scdn.co/mp3-preview/dfc6de7c6fdce24411267aeb9cf51b7c84bb4b7c?cid=18308f0d5b8049c89ee330d9cfa4bc58
13,ベテルギウス,優里,2022-01-12,0.4856750607128012,0.6986301369863013,0.24076809453471198,0.28572625781156324,0.5339233038348083,0.44587965990843703,1.0,0.700135685210312,https://open.spotify.com/track/4JK1kDUdH9RTBQrrSO1QfR,https://i.scdn.co/image/ab67616d0000b273d0bd51668da5629aa0cc77d8,https://p.scdn.co/mp3-preview/5691ca40806db2a5e5c97bae306df6fda9e888d7?cid=18308f0d5b8049c89ee330d9cfa4bc58
14,世界のつづき,Ado,2022-08-09,0.7995547727919138,0.7123287671232876,0.24224519940915806,0.5229579700185532,0.026548672566371723,0.0,0.012384836127473098,0.04748982360922657,https://open.spotify.com/track/17zp5n2rbiRJzQtCaZpXDD,https://i.scdn.co/image/ab67616d0000b273c37dcac99df04be050879c60,なし
15,エジソン,水曜日のカンパネラ,2022-05-25,0.28280679108232876,0.6849315068493149,0.9364844903988181,0.024642444105501066,0.6194690265486725,0.26128188358404203,0.5295838997130342,0.6024423337856173,https://open.spotify.com/track/2wRKOmpe6I7q6k69bkjuFU,https://i.scdn.co/image/ab67616d0000b2732ee9ed50bdd9cdf4ad8fd783,https://p.scdn.co/mp3-preview/2610bdc7fb049adc856506ca9c6d531bba606a62?cid=18308f0d5b8049c89ee330d9cfa4bc58
16,愛とか恋とか,Novelbright,2022-05-16,0.49581026976174336,0.6712328767123288,0.7282127031019201,0.8994343828687761,0.36430678466076705,0.366579463701766,0.15188415647183195,0.31071913161465403,https://open.spotify.com/track/1VHL1PIkhDwWbFc65xHwOr,https://i.scdn.co/image/ab67616d0000b2737b5dacdec4e8cc4ce9b93665,なし
17,死ぬのがいいわ,藤井 風,2020-05-20,0.23939440348305518,0.780821917808219,0.58493353028065,0.21481460470621305,0.6651917404129793,0.19751471550032718,0.7946118411116143,0.46675712347354137,https://open.spotify.com/track/0HYAsQwJIO6FLqpyTeD3l6,https://i.scdn.co/image/ab67616d0000b273731953ff97a79644f6eb7b4e,なし
18,なんでもないよ、,マカロニえんぴつ,2022-01-12,0.42360579342332694,0.6849315068493149,0.5819793205317576,0.31538022183743697,0.29793510324483785,0.21517331589274058,0.9245959824799879,0.6472184531886025,https://open.spotify.com/track/5W7Y92LB4jWvu9NeEQ0GZl,https://i.scdn.co/image/ab67616d0000b2733bd4368fd67b77f029f4d2a4,https://p.scdn.co/mp3-preview/f0861b0691bef7f8e366ad78108bb1d275939542?cid=18308f0d5b8049c89ee330d9cfa4bc58
19,雨燦々,King Gnu,2022-07-15,0.8416435119347146,0.7123287671232876,0.4283604135893649,0.4559142252644037,0.8156342182890856,0.445225637671681,0.19911078386950598,0.559023066485753,https://open.spotify.com/track/34PR0zLBVl7VMF9E7dDwdo,https://i.scdn.co/image/ab67616d0000b273ebd5ea08fe812be9af886a3d,https://p.scdn.co/mp3-preview/f331cbf4b1fb283deda6b0ef5f77bb816fbc4dc4?cid=18308f0d5b8049c89ee330d9cfa4bc58
20,Pink Venom,BLACKPINK,2022-08-19,0.247002647296913,0.9589041095890409,0.8774002954209748,0.025544956054114613,0.5722713864306784,0.031393067364290594,0.15229950158586314,0.7734056987788331,https://open.spotify.com/track/0skYUMpS0AcbpjcGsAbRGj,https://i.scdn.co/image/ab67616d0000b273797b37e01334a0897825d8b1,なし
21,恋だろ,wacci,2022-04-15,0.7691436760233662,0.6575342465753424,0.5834564254062038,0.21868251305741396,0.3495575221238939,0.08763897972531076,0.6608990333786435,0.21845318860244237,https://open.spotify.com/track/0ir7DGXo3hxaPa82h1vrOj,https://i.scdn.co/image/ab67616d0000b27348019d9b58aa148a2ced022c,https://p.scdn.co/mp3-preview/3f2f2b4a57217462bbee5159ed8220b8a61719b2?cid=18308f0d5b8049c89ee330d9cfa4bc58
22,POP!,NAYEON,2022-06-24,0.1438565208830157,0.7123287671232876,0.8700147710487445,0.04540021892361268,0.8112094395280237,0.7084695879659909,0.21809394351306444,0.2944369063772049,https://open.spotify.com/track/5rJ7bdPmr8nfmm2JQ8xHOz,https://i.scdn.co/image/ab67616d0000b2737169e7c2bf82b1dbad4f8f63,https://p.scdn.co/mp3-preview/bcb091ca3e72c50a0c5bba910084f6dc32fd91b0?cid=18308f0d5b8049c89ee330d9cfa4bc58
23,水平線,back number,2021-08-13,0.7853884525346227,0.7123287671232876,0.31757754800590837,0.013683370443765124,0.6504424778761063,0.6188685415304122,0.6793724512913455,0.35413839891451837,https://open.spotify.com/track/5m1i6hq7dmRlp3c1utE48L,https://i.scdn.co/image/ab67616d0000b2732c34b754c9f4fb50c37e6982,なし
24,ドライフラワー,優里,2022-01-12,0.7906611678736298,0.6712328767123288,0.38257016248153625,0.6377059177708471,0.4336283185840708,0.3052648790058863,0.7003473795499169,0.4097693351424695,https://open.spotify.com/track/4kPlQKwtPrnqLgrmmKFSlA,https://i.scdn.co/image/ab67616d0000b273d0bd51668da5629aa0cc77d8,https://p.scdn.co/mp3-preview/a18f2ca325d8702f8a6844d8c40041ec0d5fc047?cid=18308f0d5b8049c89ee330d9cfa4bc58
25,Celebrate,TWICE,2022-07-27,0.2550375216050059,0.6712328767123288,0.844903988183161,0.08046925464116769,0.8569321533923305,0.760791366906475,0.35966054976589645,0.9348710990502034,https://open.spotify.com/track/4Y0chGCyYIRpdUqHJjndF7,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,https://p.scdn.co/mp3-preview/cfd9972b45793d83323e333a93710b398e6d670f?cid=18308f0d5b8049c89ee330d9cfa4bc58
26,Dynamite,BTS,2020-11-20,0.3131249042816199,0.8904109589041094,0.8005908419497783,0.013941231000511853,0.672566371681416,0.47759973839110537,0.3789740975683431,0.762550881953867,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,https://p.scdn.co/mp3-preview/d8777ce6505aa52625472591ca898146bf3b0914?cid=18308f0d5b8049c89ee330d9cfa4bc58
27,カメレオン,King Gnu,2022-02-28,0.28543220950839043,0.6986301369863013,0.6262924667651404,0.8285227297634259,0.3303834808259588,0.015696533682145297,0.05716659114937317,0.3853459972862958,https://open.spotify.com/track/0J0P8iSE6l3pYHbUdNFYdS,https://i.scdn.co/image/ab67616d0000b2736e73d28366be9eef6ddb8526,https://p.scdn.co/mp3-preview/d91bfedb3f601aea49a471ab834331dbe189f63f?cid=18308f0d5b8049c89ee330d9cfa4bc58
28,シャッター,優里,2022-01-12,0.5860207408055659,0.6712328767123288,0.5937961595273265,0.659624065094319,0.3982300884955752,0.28597122302158284,0.7182732970850325,0.6594301221166893,https://open.spotify.com/track/19mjCzLuMHZ0Tyn3eI85bo,https://i.scdn.co/image/ab67616d0000b273d0bd51668da5629aa0cc77d8,https://p.scdn.co/mp3-preview/1800acece6ff78eea1433829f3160cdb2df03020?cid=18308f0d5b8049c89ee330d9cfa4bc58
29,きらり,藤井 風,2022-01-14,0.4926871157590741,0.6575342465753424,0.8005908419497783,0.009854141176076215,0.6710914454277287,0.08142576847612837,0.4067078235916024,0.7137042062415195,https://open.spotify.com/track/51oc6MEsXTpnPn6GOw5VuP,https://i.scdn.co/image/ab67616d0000b27393f551abf615209c537fb4d4,なし
30,群青,YOASOBI,2021-01-06,0.5809886888222812,0.6986301369863013,0.7695716395864105,0.39273838886145535,0.8023598820058998,0.6765860039241335,0.5767066908322007,0.7218453188602442,https://open.spotify.com/track/1zd35Y44Blc1CwwVbW3Qnk,https://i.scdn.co/image/ab67616d0000b273684d81c9356531f2a456b1c1,https://p.scdn.co/mp3-preview/0f9fc136e9151df18076e6edb79a0ec7dd3e6bd5?cid=18308f0d5b8049c89ee330d9cfa4bc58
31,MASCARA,XG,2022-06-29,0.27147920449821694,0.7534246575342465,0.8714918759231904,0.061645433998656546,0.8377581120943954,0.6087311968606933,0.42587977646881137,0.44911804613297146,https://open.spotify.com/track/4OelNEcxPGoCOU29fchcsv,https://i.scdn.co/image/ab67616d0000b2734fa03e1f5c02abd60c4e3d7e,https://p.scdn.co/mp3-preview/09feebdd3b580aae269a375590468914f14e59eb?cid=18308f0d5b8049c89ee330d9cfa4bc58
32,Mela!,緑黄色社会,2020-04-13,0.548389743365349,0.6849315068493149,0.6129985228951256,0.05610143202860189,0.9321533923303834,0.9341072596468281,0.604799123999396,0.6092265943012212,https://open.spotify.com/track/6IO5nn84TKArsi3cjpIqaD,https://i.scdn.co/image/ab67616d0000b273c753d46683786eed63d41a90,https://p.scdn.co/mp3-preview/623e6cefbbeedec04c74051cb991b9e6517dec81?cid=18308f0d5b8049c89ee330d9cfa4bc58
33,バニラ,きゃない,2022-03-09,0.5975288249064695,0.6849315068493149,0.6454948301329395,0.03560151776723701,0.5737463126843657,0.5554283845650753,0.3695061169007703,0.4694708276797829,https://open.spotify.com/track/0zfNtgPJ5FLkbveRjSdCMb,https://i.scdn.co/image/ab67616d0000b273aed4150ee6dbf5aee5b061ae,https://p.scdn.co/mp3-preview/b34f125f7eff9739648e0c3547fb55123e32172b?cid=18308f0d5b8049c89ee330d9cfa4bc58
34,CITRUS,Da-iCE,2021-01-20,0.584418141641324,0.6849315068493149,0.5096011816838997,0.28314765224409594,0.8141592920353983,0.7856442119032048,0.07688604440416846,0.7652645861601084,https://open.spotify.com/track/2IL2asrtx7XM1y8fu2RMnR,https://i.scdn.co/image/ab67616d0000b2733d7160267cb5a93eb4c22ba5,https://p.scdn.co/mp3-preview/59a6fa54e294fc46b599a87af02c542a3e4dd951?cid=18308f0d5b8049c89ee330d9cfa4bc58
35,LOVE DIVE,IVE,2022-04-05,0.1935206861093487,0.8630136986301369,0.7370753323485966,0.0043874973730455786,0.5899705014749262,0.5170045781556575,0.41576045914514426,0.4925373134328358,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093,https://p.scdn.co/mp3-preview/7cbda32c426b2a68b99f6ed636bbd4dfe95d047e?cid=18308f0d5b8049c89ee330d9cfa4bc58
36,残響散歌,Aimer,2021-12-06,0.2356750607128012,0.7534246575342465,0.24076809453471198,0.0003094326680960737,0.8657817109144544,0.5443100065402225,0.915326234707748,0.27815468113975583,https://open.spotify.com/track/7v8wKvNQQIxkugCFFjrkaO,https://i.scdn.co/image/ab67616d0000b27310179936604a42f16280835e,https://p.scdn.co/mp3-preview/35c31a982fe1af1128842a73e9a53990d677833f?cid=18308f0d5b8049c89ee330d9cfa4bc58
37,夜に駆ける,YOASOBI,2021-01-06,0.6401262388693197,0.726027397260274,0.6779911373707534,0.003356055146058666,0.8289085545722715,0.3342053629823416,0.5298293309167799,0.8833107191316145,https://open.spotify.com/track/6MCjmGYlw6mQVWRFVgBRvB,https://i.scdn.co/image/ab67616d0000b273684d81c9356531f2a456b1c1,https://p.scdn.co/mp3-preview/1afee8ace64222e1ad3fb3e5c1fa1715ea074c87?cid=18308f0d5b8049c89ee330d9cfa4bc58
38,Left and Right (Feat. Jung Kook of BTS),チャーリー・プース,2022-06-24,0.06936027304351633,0.9999999999999998,0.9999999999999998,0.7975794629538185,0.41740412979351027,0.39780902550686736,0.25639065095906965,0.7381275440976932,https://open.spotify.com/track/0mBP9X2gPCuapvpZ7TGDk3,https://i.scdn.co/image/ab67616d0000b2731c069c836dc6cd5b34c310fe,https://p.scdn.co/mp3-preview/7b872d741e9af03f02569b2f1f5b7e738c573d34?cid=18308f0d5b8049c89ee330d9cfa4bc58
39,点描の唄,Mrs. GREEN APPLE,2022-06-20,0.9042105148007963,0.0,0.4815361890694239,0.5758193841516324,0.4705014749262537,0.4398299542184435,0.020370789910889586,0.1655359565807327,https://open.spotify.com/track/0l2wnmSJ8rW5dvS2eW3xNp,https://i.scdn.co/image/ab67616d0000b273079aab46c99d17501cf0dc68,なし
40,ベルベットの詩,back number,2022-08-26,0.6145393484586607,0.5616438356164384,0.42983751846381096,0.011710737184652655,0.5914454277286135,0.550359712230216,0.6990824648844587,0.5888738127544098,https://open.spotify.com/track/2N4lCwOeFRX7qrbMPRcZ7d,https://i.scdn.co/image/ab67616d0000b273c4ff1f53ad8f7b70ea3256db,なし
41,Permission to Dance,BTS,2021-07-23,0.25039928238563014,0.8082191780821917,0.7355982274741506,0.006514846966206085,0.6371681415929203,0.32717462393721397,0.4816870563359008,0.6390773405698779,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,https://p.scdn.co/mp3-preview/4fd3d9d44ec4beaa1483be6c5fa5ff068ad4c721?cid=18308f0d5b8049c89ee330d9cfa4bc58
42,Butter,BTS,2022-06-10,0.12660533397510232,0.8356164383561644,0.8197932053175774,0.0036654878141547395,0.22123893805309736,0.3505559189012427,0.3407717867391633,0.705563093622795,https://open.spotify.com/track/6jjYDGxVJsWS0a5wlVF5vS,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,https://p.scdn.co/mp3-preview/2756fbd859e65397fefec77e6df74fb02c802a38?cid=18308f0d5b8049c89ee330d9cfa4bc58
43,Bye-Good-Bye,BE:FIRST,2022-08-29,0.2144802765440742,0.6575342465753424,0.9955686853766617,0.1400350432496619,0.508849557522124,0.3443427076520603,0.38791345718169445,0.830393487109905,https://open.spotify.com/track/3Itdlob7CzXIQqydeVwutQ,https://i.scdn.co/image/ab67616d0000b273dc3aece775bc27e3f91c6d6c,https://p.scdn.co/mp3-preview/36c6bb3b2ff8c8976fa5e7bf575f5908e83b1f3b?cid=18308f0d5b8049c89ee330d9cfa4bc58
44,STAY (with Justin Bieber),The Kid LAROI,2021-07-23,0.0,0.8904109589041094,0.5716395864106352,0.04888133643969351,0.6710914454277287,0.3019947678221061,0.9065001510345869,0.41112618724559025,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,https://i.scdn.co/image/ab67616d0000b2738e6551a2944764bc8e33a960,https://p.scdn.co/mp3-preview/40a8daf1f3cbb5c6363e68de859ba4af3377344c?cid=18308f0d5b8049c89ee330d9cfa4bc58
45,115万キロのフィルム,Official髭男dism,2018-04-11,0.9999999999999999,0.6849315068493149,0.4608567208271787,0.003949134426576141,0.7109144542772862,0.8835840418574232,0.2173387705784624,0.41383989145183175,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,https://i.scdn.co/image/ab67616d0000b273981e918d799daf9eb7e72ac1,https://p.scdn.co/mp3-preview/c98a65aa4a42d527c79043140fc6287f9b210875?cid=18308f0d5b8049c89ee330d9cfa4bc58
46,常緑,大橋ちっぽけ,2021-10-13,0.16267201960312427,0.6575342465753424,0.7695716395864105,0.030702167189049175,0.6504424778761063,0.2676586003924135,0.2576366863011629,0.9674355495251017,https://open.spotify.com/track/6qn31XzTa6YKXs5FZpAPgP,https://i.scdn.co/image/ab67616d0000b273bf93022a32afcee9a115a50e,https://p.scdn.co/mp3-preview/414c5cba2ccf21cacc70c9926651336505d5aad2?cid=18308f0d5b8049c89ee330d9cfa4bc58
47,YOKAZE,変態紳士クラブ,2021-06-16,0.6987004178790995,0.6575342465753424,0.6469719350073855,0.37726675545665167,0.41002949852507375,0.2944735120994115,0.15162928560640376,0.2523744911804613,https://open.spotify.com/track/6tkSMR8bEIfEcJn7ybJtSP,https://i.scdn.co/image/ab67616d0000b27332248e88f72e0e6711afdef4,https://p.scdn.co/mp3-preview/a197ea1b7199af1025a9d27a0b25f7ac32ab6051?cid=18308f0d5b8049c89ee330d9cfa4bc58
48,魔法の絨毯,川崎 鷹也,2018-03-14,0.36696239088104676,0.6712328767123288,0.6174298375184637,1.0,0.0,0.17004578155657302,0.0,0.5373134328358208,https://open.spotify.com/track/3PK5ERLCyMuQ5Cb89GbZVL,https://i.scdn.co/image/ab67616d0000b273b4a0213f6f7093cdba5f76fe,https://p.scdn.co/mp3-preview/3199a18344a2c311156240d1b69d849e0042203e?cid=18308f0d5b8049c89ee330d9cfa4bc58
49,逆夢,King Gnu,2021-12-24,0.9071969282604414,0.7123287671232876,0.0,0.5693728702329641,0.588495575221239,0.3116415958142579,0.09011101042138636,0.13975576662143832,https://open.spotify.com/track/6ZiEWet0uFRwWBCEKCQ8rY,https://i.scdn.co/image/ab67616d0000b273f8f6a8981cd203c7ed997cdc,https://p.scdn.co/mp3-preview/bed530ea636e9b46c72ab373c3f7ef4c9e65d278?cid=18308f0d5b8049c89ee330d9cfa4bc58
